Rowid,Number_of_axles,Tollplaza_id,Tollplaza_code
925,2,4513,PC52F533C
926,2,4054,PC7E79FA0
927,2,4833,PC71A1452
928,2,4284,PC0DB49FD
929,4,4348,PCD66314D
930,2,4617,PC7758F89
931,4,4909,PCDED6F20
932,2,4301,PC540E129
933,4,4160,PC6DC0ACF
934,2,4856,PC7C042B7
935,2,4317,PC0DC6CAB
936,2,4172,PC1A43FB7
937,2,4695,PC4A5D62F
938,2,4737,PCED7EAFE
939,2,4601,PCC932802
940,4,4862,PC3BDDA71
941,4,4907,PCCEEF65A
942,4,4615,PC1ECBA39
943,2,4879,PCC90A061
944,2,4764,PCF6B0D12
945,2,4519,PC92A6471
946,4,4185,PC7F5C566
947,2,4669,PC36675CE
948,2,4013,PCE5BA2CE
949,2,4533,PC8DA1D3B
950,2,4293,PC2A27502
951,2,4129,PCA6127FF
952,2,4493,PC124B4C0
953,2,4750,PCD987A9D
954,2,4909,PCDED6F20
955,2,4017,PCC090C3A
956,2,4693,PCB4CDDA5
957,2,4600,PCB99E8F9
958,2,4519,PC92A6471
959,2,4270,PC8F72158
960,2,4832,PC34ECAB5
961,2,4560,PC5030572
962,2,4636,PCDECFC74
963,4,4433,PC1DEB043
964,4,4630,PCA26D872
965,2,4448,PC19F3DBB
966,4,4624,PCDF73A3C
967,2,4922,PC785D63F
968,2,4376,PCA283923
969,2,4724,PC3DE08BF
970,2,4600,PCB99E8F9
971,4,4177,PC9194382
972,4,4822,PCD1EB220
973,2,4756,PC8AEC6E8
974,4,4073,PCA3797CA
975,2,4902,PC425C6EC
976,2,4482,PCB6A16D7
977,2,4989,PC7D7AE48
978,4,4611,PC2EBEAB9
979,4,4060,PC481C9F9
980,2,4981,PC6B14C5D
981,4,4103,PC2B868A9
982,2,4653,PC1CE4935
983,4,4620,PC43973F9
984,2,4345,PCAC01231
985,2,4496,PC3FD65C8
986,2,4828,PCF712D1A
987,2,4535,PC1BC7FA5
988,2,4242,PCECC4DE2
989,2,4949,PC86E9EB7
990,2,4242,PCECC4DE2
991,4,4885,PC5083F35
992,4,4833,PC71A1452
993,4,4100,PCC6DD8D5
994,2,4395,PC6F25DF0
995,2,4267,PCE51C5C7
996,2,4097,PCB1B5BEC
997,2,4646,PC3F8C42B
998,2,4780,PC0A717C4
999,2,4473,PC51FDD60
1000,2,4631,PCFFF6463
1001,2,4532,PC8DD921E
1002,4,4524,PCF8BB245
1003,2,4317,PC0DC6CAB
1004,2,4989,PC7D7AE48
1005,2,4023,PC77793DF
1006,2,4288,PC12AA919
1007,2,4296,PCA24C1E1
1008,4,4927,PC2D22627
1009,2,4440,PCBE1B45D
1010,2,4376,PCA283923
1011,4,4332,PC3B258E9
1012,4,4724,PC3DE08BF
1013,2,4121,PCEC57A8E
1014,2,4749,PC65C93B7
1015,2,4640,PCC993FB3
1016,4,4103,PC2B868A9
1017,4,4335,PC76935F9
1018,2,4458,PCECEBBFA
1019,2,4432,PC4CBEFF5
1020,2,4052,PC25E70B7
1021,2,4070,PCEECA8B2
1022,4,4812,PC22D9C6D
1023,2,4871,PC397AFA3
1024,4,4712,PC94168A2
1025,2,4960,PC6A1BCA4
1026,2,4261,PC84FFC9D
1027,2,4678,PCD175301
1028,4,4555,PC06A0237
1029,4,4623,PCAA67227
1030,2,4420,PCFDB2950
1031,2,4063,PC7667A3E
1032,4,4627,PCA965149
1033,2,4183,PCF5E7754
1034,4,4585,PCF3AE602
1035,2,4666,PCE8CBA37
1036,2,4842,PC16F5A24
1037,2,4391,PCCFD9AB6
1038,2,4202,PC65AA714
1039,2,4386,PC948D5B2
1040,2,4886,PC4D892D7
1041,2,4063,PC7667A3E
1042,2,4624,PCDF73A3C
1043,2,4101,PCCC8F243
1044,2,4418,PCF6EECB2
1045,2,4141,PC13CB69B
1046,2,4613,PCEBBFFB5
1047,2,4171,PC36C9AE8
1048,2,4365,PC0F226DF
1049,2,4240,PC72FE04B
1050,4,4359,PCB27CFF1
1051,2,4522,PC0A326BE
1052,2,4745,PC6397888
1053,2,4737,PCED7EAFE
1054,2,4285,PCB524A9F
1055,2,4892,PC7AA5B2F
1056,2,4352,PC99B9343
1057,2,4182,PC5EBB0FA
1058,2,4611,PC2EBEAB9
1059,4,4925,PCE5E04A2
1060,4,4376,PCA283923
1061,2,4812,PC22D9C6D
1062,2,4974,PCDEB8E32
1063,2,4107,PC7607A5D
1064,2,4853,PC214FB8E
1065,4,4856,PC7C042B7
1066,2,4473,PC51FDD60
1067,2,4003,PC83F544D
1068,2,4284,PC0DB49FD
1069,2,4176,PC11E9595
1070,2,4438,PC665A28E
1071,2,4110,PCF891CEB
1072,4,4730,PC7DC0964
1073,2,4576,PC394C979
1074,4,4820,PCC30C735
1075,4,4184,PC43A5E42
1076,2,4282,PCCE002E5
1077,2,4435,PC3E78C17
1078,2,4921,PCA70760B
1079,4,4750,PCD987A9D
1080,2,4954,PCA276EBB
1081,4,4321,PC591BDF7
1082,2,4358,PC32FB72C
1083,2,4434,PCA491459
1084,4,4760,PC161AC8D
1085,2,4764,PCF6B0D12
1086,2,4917,PCD8C66B1
1087,2,4853,PC214FB8E
1088,2,4194,PC96AD1EB
1089,2,4817,PCFF02057
1090,2,4924,PCE3427C5
1091,4,4571,PC2308E9E
1092,2,4528,PC1269226
1093,2,4052,PC25E70B7
1094,4,4060,PC481C9F9
1095,2,4093,PC951FE7E
1096,2,4187,PCF8D98DC
1097,2,4603,PC485BE5B
1098,2,4223,PCA37D114
1099,4,4913,PC685427C
1100,4,4702,PCDBC3AC9
1101,2,4058,PC3415EA4
1102,2,4151,PC0AB2B55
1103,2,4594,PC59414DA
1104,2,4601,PCC932802
1105,2,4129,PCA6127FF
1106,2,4406,PC7A54E18
1107,2,4834,PCB228987
1108,2,4517,PC9AF321D
1109,4,4954,PCA276EBB
1110,2,4443,PCC139BD8
1111,2,4299,PCAD3B9BC
1112,4,4867,PC5A6D86E
1113,2,4382,PCB7341F4
1114,4,4551,PCCA5979C
1115,2,4034,PCFC754C7
1116,2,4928,PC16E79D4
1117,4,4575,PC84D9FC1
1118,2,4310,PCC08F8BB
1119,2,4398,PCE60D320
1120,2,4525,PCF64B519
1121,2,4005,PCB3DF742
1122,2,4484,PCEF56843
1123,4,4711,PC340B4DE
1124,4,4372,PC1E0F3B6
1125,2,4237,PC51D1059
1126,4,4327,PC16F59EC
1127,2,4525,PCF64B519
1128,2,4414,PC40BD0F3
1129,2,4759,PC4A6C6D9
1130,2,4308,PC94E7A96
1131,2,4041,PCB566359
1132,2,4715,PCFA0E4C0
1133,4,4546,PCEF3EBBC
1134,2,4452,PC8C7C5D7
1135,4,4425,PC41B834E
1136,2,4571,PC2308E9E
1137,2,4131,PC4C9B108
1138,2,4286,PC12BE494
1139,4,4270,PC8F72158
1140,4,4305,PCF4DA5CE
1141,2,4992,PCFF0FEB0
1142,4,4154,PC2C2EF9E
1143,2,4143,PC5F47DCF
1144,2,4641,PCAA9F518
1145,4,4177,PC9194382
1146,4,4192,PC74F6341
1147,2,4619,PC2EFBBE0
1148,2,4114,PC4CD2B81
1149,2,4586,PC4A40D50
1150,2,4473,PC51FDD60
1151,2,4924,PCE3427C5
1152,2,4534,PCAD9E1F9
1153,4,4219,PC40E6113
1154,2,4574,PCC1F6F13
1155,2,4282,PCCE002E5
1156,2,4045,PCE952492
1157,2,4135,PCC943ECD
1158,4,4189,PC7655FC1
1159,4,4246,PC95F5F6B
1160,2,4067,PC1CCD955
1161,2,4799,PCC3A370A
1162,2,4086,PC23E470D
1163,2,4770,PC9082A17
1164,2,4126,PC74CE451
1165,2,4776,PC6906524
1166,4,4501,PC5D41947
1167,2,4747,PC5E524A1
1168,4,4200,PCBA86754
1169,4,4788,PC00AE965
1170,4,4830,PC12EEFE0
1171,2,4090,PC1EE951B
1172,2,4122,PC8ED616E
1173,4,4941,PCA6403C1
1174,2,4417,PC208F9BB
1175,4,4567,PC2C5C1F3
1176,2,4968,PC251D4C1
1177,4,4157,PC7305E43
1178,2,4119,PC9EBEDB5
1179,2,4452,PC8C7C5D7
1180,2,4799,PCC3A370A
1181,2,4754,PC99AE725
1182,2,4310,PCC08F8BB
1183,4,4086,PC23E470D
1184,2,4454,PC94C0945
1185,2,4602,PC0D3474E
1186,2,4367,PC8D90EF0
1187,2,4745,PC6397888
1188,2,4078,PC8473A64
1189,4,4914,PC2F353E1
1190,4,4068,PC55432DA
1191,2,4924,PCE3427C5
1192,4,4028,PCE75C5C8
1193,2,4905,PCE1EA438
1194,4,4094,PC53A52CB
1195,2,4737,PCED7EAFE
1196,2,4922,PC785D63F
1197,4,4377,PC4AC8EAD
1198,2,4751,PCD33B3C9
1199,2,4724,PC3DE08BF
1200,2,4451,PCF95BF53
1201,4,4788,PC00AE965
1202,2,4999,PCE976BA1
1203,4,4580,PC48664B7
1204,4,4737,PCED7EAFE
1205,2,4109,PC7057B6A
1206,2,4334,PCCB383F8
1207,2,4757,PC126524C
1208,2,4430,PC52EA95D
1209,2,4595,PC64281F6
1210,4,4654,PCBA5D8AB
1211,4,4690,PC45CC19A
1212,2,4618,PC8F4AF85
1213,2,4902,PC425C6EC
1214,4,4189,PC7655FC1
1215,2,4268,PC6CC51DA
1216,2,4930,PC22F748B
1217,2,4330,PCBD023A3
1218,2,4562,PC4C95CA2
1219,2,4177,PC9194382
1220,4,4777,PCB1132AC
1221,4,4706,PCD8D5094
1222,2,4003,PC83F544D
1223,4,4942,PCD51A740
1224,2,4434,PCA491459
1225,2,4676,PC9798721
1226,2,4584,PC1085B78
1227,2,4145,PC5FBE4B8
1228,2,4877,PC155D90A
1229,4,4653,PC1CE4935
1230,2,4320,PC40C93B0
1231,2,4652,PC74A3585
1232,4,4892,PC7AA5B2F
1233,2,4381,PC9DD9DCD
1234,2,4283,PC953B572
1235,2,4475,PCCC0D001
1236,2,4548,PC4486317
1237,2,4226,PCDC5C9E2
1238,4,4114,PC4CD2B81
1239,2,4657,PCC591410
1240,2,4772,PC7368097
1241,2,4348,PCD66314D
1242,2,4057,PC4B0DCD2
1243,4,4874,PC9F481D4
1244,2,4325,PC8FC83B3
1245,2,4140,PC5D4821F
1246,2,4666,PCE8CBA37
1247,2,4989,PC7D7AE48
1248,2,4317,PC0DC6CAB
1249,2,4843,PC400DFFE
1250,2,4462,PCE29AA1A
1251,4,4769,PC10C50DC
1252,4,4900,PCFE8B604
1253,2,4902,PC425C6EC
1254,2,4177,PC9194382
1255,2,4656,PC63844BC
1256,2,4268,PC6CC51DA
1257,2,4548,PC4486317
1258,4,4175,PC08EA270
1259,2,4690,PC45CC19A
1260,2,4000,PC69C7DF3
1261,2,4907,PCCEEF65A
1262,2,4756,PC8AEC6E8
1263,4,4188,PCDB12C82
1264,2,4200,PCBA86754
1265,2,4055,PCA06B2F1
1266,2,4372,PC1E0F3B6
1267,2,4802,PCBDD55F1
1268,4,4065,PC3B514E2
1269,4,4613,PCEBBFFB5
1270,4,4694,PCBCF42C2
1271,2,4615,PC1ECBA39
1272,2,4089,PC3CCA187
1273,2,4428,PCB616FAD
1274,4,4729,PC5170BF4
1275,2,4662,PCB2463CF
1276,2,4302,PCBA83119
1277,2,4122,PC8ED616E
1278,2,4737,PCED7EAFE
1279,4,4565,PC388BB83
1280,2,4852,PC68969FB
1281,2,4776,PC6906524
1282,2,4168,PCBC064F8
1283,2,4282,PCCE002E5
1284,2,4239,PCA185B1A
1285,2,4705,PC174C464
1286,2,4832,PC34ECAB5
1287,2,4486,PC3AF69A3
1288,2,4575,PC84D9FC1
1289,2,4307,PC87D90FE
1290,2,4246,PC95F5F6B
1291,2,4836,PCE78024A
1292,4,4697,PCFDB2BA6
1293,2,4206,PCAC34A40
1294,2,4589,PC1477DC9
1295,2,4426,PCC0E943C
1296,2,4829,PCEC030F2
1297,2,4751,PCD33B3C9
1298,4,4946,PCCF18BAF
1299,2,4397,PCB070250
1300,2,4407,PC7FEC2CE
1301,4,4421,PCED2DB6F
1302,2,4963,PC704EF75
1303,4,4375,PCAE085FE
1304,2,4432,PC4CBEFF5
1305,2,4076,PC47B8825
1306,2,4931,PC3D30AD0
1307,2,4400,PC3BD7D63
1308,4,4348,PCD66314D
1309,2,4051,PC3B970F2
1310,4,4223,PCA37D114
1311,2,4852,PC68969FB
1312,2,4213,PCDD316EB
1313,4,4622,PCF31BD97
1314,2,4859,PC685B3B1
1315,2,4159,PC5631507
1316,2,4953,PC1E2B07E
1317,2,4415,PC5E202FC
1318,2,4694,PCBCF42C2
1319,2,4159,PC5631507
1320,2,4184,PC43A5E42
1321,4,4018,PCCB2657A
1322,2,4989,PC7D7AE48
1323,4,4548,PC4486317
1324,2,4081,PCC825DB2
1325,4,4312,PC8D40B22
1326,2,4131,PC4C9B108
1327,4,4753,PC6AA246E
1328,2,4617,PC7758F89
1329,2,4628,PC34C1DCB
1330,2,4026,PC2CE9851
1331,2,4624,PCDF73A3C
1332,2,4565,PC388BB83
1333,2,4389,PC7688C61
1334,2,4017,PCC090C3A
1335,2,4354,PC0671DD4
1336,2,4837,PCA10FFA0
1337,2,4274,PC88EA64E
1338,2,4594,PC59414DA
1339,2,4084,PC71D433F
1340,4,4172,PC1A43FB7
1341,2,4845,PCEEC0DB3
1342,4,4340,PC3A6DBC9
1343,2,4007,PCDF9F773
1344,2,4850,PC4061987
1345,2,4827,PC7D68CD9
1346,2,4965,PCA0BAE0F
1347,4,4151,PC0AB2B55
1348,4,4401,PC0606D6A
1349,2,4078,PC8473A64
1350,2,4384,PC59A33DE
1351,4,4079,PCF1366ED
1352,2,4264,PC9DFEBB0
1353,2,4425,PC41B834E
1354,2,4993,PC0F0AB4E
1355,2,4980,PCBD5C822
1356,2,4686,PCD6E5E77
1357,2,4010,PC3A7AACB
1358,2,4163,PC95B4E03
1359,2,4243,PCC4F7DCE
1360,2,4717,PC44877F1
1361,2,4458,PCECEBBFA
1362,2,4609,PC1551C8E
1363,2,4842,PC16F5A24
1364,2,4411,PC3AA93E6
1365,2,4152,PCF6F4CA1
1366,2,4639,PC879E7AB
1367,2,4614,PC08910B7
1368,2,4691,PCFAB001F
1369,4,4251,PCB30E45F
1370,2,4314,PC7E9E8F3
1371,2,5005,PC408264D
1372,2,4686,PCD6E5E77
1373,2,4771,PC71FE98A
1374,2,4385,PC148C815
1375,4,4529,PC3FAA264
1376,2,4573,PC4D8469D
1377,4,4426,PCC0E943C
1378,4,4095,PC3E1512A
1379,2,4071,PCDBBCB68
1380,2,4562,PC4C95CA2
1381,4,4812,PC22D9C6D
1382,2,4035,PC1B1D964
1383,4,4001,PC58105BF
1384,4,4871,PC397AFA3
1385,4,4861,PC670F1AC
1386,2,4389,PC7688C61
1387,2,4015,PC524833E
1388,2,4065,PC3B514E2
1389,4,4667,PCD540B2F
1390,2,4465,PCA227C6B
1391,4,4658,PC1A58039
1392,4,4464,PC7C8FDDB
1393,2,4758,PCCE12794
1394,2,4222,PC15EC378
1395,2,4616,PCE6675F9
1396,2,4736,PC6A65941
1397,4,4262,PCCB12F8C
1398,2,4320,PC40C93B0
1399,2,4912,PC526B1EC
1400,2,4108,PC7C55512
1401,2,4774,PCEBE834B
1402,2,4902,PC425C6EC
1403,2,4951,PCE9CE23F
1404,2,4587,PC576A3BA
1405,2,4748,PCF2ECD29
1406,2,4812,PC22D9C6D
1407,2,4263,PCD6DBA1D
1408,4,4895,PC37F171A
1409,4,4229,PCD0DDD3D
1410,2,4291,PCD411AEF
1411,2,4484,PCEF56843
1412,4,4219,PC40E6113
1413,2,4656,PC63844BC
1414,2,4092,PC40C2E00
1415,2,4100,PCC6DD8D5
1416,2,4261,PC84FFC9D
1417,2,4241,PC7241796
1418,4,4014,PCF14D1E3
1419,2,4681,PCBEB4D23
1420,2,4390,PC983A913
1421,2,4012,PCEF5C190
1422,2,4690,PC45CC19A
1423,2,4940,PC8AB18BE
1424,4,4511,PCFBEFA9E
1425,4,4994,PC09C5F59
1426,4,4351,PC4E572D8
1427,2,4394,PCD3A817A
1428,2,4442,PC05C2F86
1429,2,4542,PC3E57E3D
1430,2,4523,PC0005AC7
1431,2,4081,PCC825DB2
1432,2,4639,PC879E7AB
1433,2,4274,PC88EA64E
1434,2,4195,PC308070B
1435,2,4075,PC2125618
1436,2,4814,PCAFD913A
1437,2,4905,PCE1EA438
1438,4,4273,PC0EF5BA6
1439,2,4362,PC670999C
1440,2,4611,PC2EBEAB9
1441,2,4352,PC99B9343
1442,4,4035,PC1B1D964
1443,2,4734,PCE4C5D8E
1444,4,4105,PC43919D1
1445,2,4361,PC2E0C888
1446,2,4450,PC0B2B03E
1447,4,4694,PCBCF42C2
1448,2,4714,PC9B747F8
1449,2,4246,PC95F5F6B
1450,2,4480,PC9A343F9
1451,2,4916,PC62AF885
1452,2,4880,PC5A27CDE
1453,2,4773,PCE62BBA9
1454,2,4013,PCE5BA2CE
1455,2,4970,PCA154C84
1456,4,4015,PC524833E
1457,4,4420,PCFDB2950
1458,2,4310,PCC08F8BB
1459,2,4128,PCC0E7E2A
1460,2,4253,PC82A16E6
1461,2,4538,PCDE5402C
1462,2,5006,PC7A260F1
1463,4,4146,PCF91266E
1464,4,4443,PCC139BD8
1465,2,4482,PCB6A16D7
1466,2,4486,PC3AF69A3
1467,2,4370,PC70B7987
1468,2,4155,PC9042B3F
1469,2,4591,PCC9875AC
1470,4,4445,PC796A888
1471,2,4584,PC1085B78
1472,2,4315,PC6E0962A
1473,2,4636,PCDECFC74
1474,2,4660,PCB86D2E1
1475,2,4124,PC3338D42
1476,2,4698,PC8BCEB19
1477,4,4178,PC8417B09
1478,2,4056,PC9FBBA67
1479,2,4314,PC7E9E8F3
1480,4,4652,PC74A3585
1481,2,4575,PC84D9FC1
1482,2,4816,PCB500A9F
1483,4,4950,PC4F71E72
1484,2,4469,PC120EEFD
1485,2,4102,PC8C9B099
1486,4,4426,PCC0E943C
1487,2,4268,PC6CC51DA
1488,2,4562,PC4C95CA2
1489,2,4023,PC77793DF
1490,2,4891,PC57036DA
1491,4,4956,PCB7040B7
1492,2,4550,PC21A1833
1493,2,4687,PC52E7369
1494,2,4050,PC822E359
1495,4,4054,PC7E79FA0
1496,2,4623,PCAA67227
1497,2,4506,PCB24B68E
1498,2,4478,PCB02917E
1499,4,4296,PCA24C1E1
1500,2,4372,PC1E0F3B6
1501,2,4675,PCE49911B
1502,2,4244,PC9F3C86B
1503,2,4571,PC2308E9E
1504,2,4557,PC6C80A46
1505,2,4403,PCCAFA3BB
1506,2,4459,PCD9CAD56
1507,2,4772,PC7368097
1508,2,4405,PC70CA955
1509,4,4391,PCCFD9AB6
1510,2,4186,PC922BA3E
1511,2,4327,PC16F59EC
1512,2,4380,PC905B5D4
1513,2,4575,PC84D9FC1
1514,4,4595,PC64281F6
1515,2,4522,PC0A326BE
1516,2,4590,PC912F5CB
1517,4,4262,PCCB12F8C
1518,2,4622,PCF31BD97
1519,2,4259,PCBB65EF4
1520,2,4131,PC4C9B108
1521,2,4249,PC6D2FAD0
1522,2,4723,PC20BD6E6
1523,4,4789,PCBE8B2AB
1524,2,4975,PC818101A
1525,2,4188,PCDB12C82
1526,2,4799,PCC3A370A
1527,2,4899,PC4967767
1528,2,4953,PC1E2B07E
1529,2,4340,PC3A6DBC9
1530,2,4652,PC74A3585
1531,2,4732,PCD83DE25
1532,2,4488,PC19D06B0
1533,2,4228,PC4F78F1B
1534,2,4424,PC51E7EF8
1535,2,4607,PC0885606
1536,2,4047,PC6D105CF
1537,4,4900,PCFE8B604
1538,2,4124,PC3338D42
1539,2,4305,PCF4DA5CE
1540,4,4378,PC074E6A8
1541,2,4336,PCD30AB50
1542,2,4203,PC5295A46
1543,2,4567,PC2C5C1F3
1544,4,4790,PC2387B02
1545,2,4517,PC9AF321D
1546,2,4583,PC0567192
1547,4,4900,PCFE8B604
1548,2,4467,PCF5E0389
1549,4,4527,PC59A0CB2
1550,2,5009,PC70886EC
1551,2,4654,PCBA5D8AB
1552,2,4749,PC65C93B7
1553,2,4704,PC47FBB07
1554,4,4238,PCE0A2A2F
1555,2,4198,PCB0994D1
1556,2,4345,PCAC01231
1557,2,4842,PC16F5A24
1558,2,4565,PC388BB83
1559,2,4373,PC8806694
1560,2,4005,PCB3DF742
1561,2,4620,PC43973F9
1562,2,4980,PCBD5C822
1563,2,4306,PC5D6563A
1564,2,4050,PC822E359
1565,2,4544,PC1893678
1566,2,4077,PCF40C389
1567,2,4941,PCA6403C1
1568,2,4439,PC845CEA6
1569,2,4600,PCB99E8F9
1570,2,4686,PCD6E5E77
1571,2,4397,PCB070250
1572,4,4811,PCBF83C7A
1573,2,4905,PCE1EA438
1574,4,4478,PCB02917E
1575,2,4751,PCD33B3C9
1576,2,4882,PC8616CD8
1577,4,4928,PC16E79D4
1578,2,4958,PC8A8976A
1579,2,4788,PC00AE965
1580,2,4025,PC5ABB8E4
1581,2,4172,PC1A43FB7
1582,2,4837,PCA10FFA0
1583,2,4200,PCBA86754
1584,2,4471,PC7E4F42A
1585,2,4835,PC4645718
1586,2,4753,PC6AA246E
1587,2,4961,PC92C5115
1588,2,4708,PC82D2552
1589,2,4139,PC924C594
1590,2,4114,PC4CD2B81
1591,2,4221,PC90AAFDA
1592,4,4027,PCE7A4F34
1593,2,4001,PC58105BF
1594,2,4061,PC3A63A79
1595,2,4301,PC540E129
1596,4,4825,PC8B8C482
1597,4,4321,PC591BDF7
1598,2,4192,PC74F6341
1599,2,4823,PC89A3BCF
1600,4,4738,PC06E9A80
1601,2,4421,PCED2DB6F
1602,2,4040,PCB335328
1603,2,4672,PC03AE86F
1604,4,4971,PC0BD172F
1605,2,4710,PCE17C964
1606,2,4968,PC251D4C1
1607,4,4811,PCBF83C7A
1608,2,4926,PCCBCFEDE
1609,2,4537,PC10C700F
1610,2,4934,PC3ED26A2
1611,2,4821,PC67D349A
1612,2,4976,PC5149039
1613,2,4518,PCC7B407A
1614,2,4033,PC783B5FC
1615,2,4081,PCC825DB2
1616,2,4556,PC18C31F6
1617,4,4270,PC8F72158
1618,2,4723,PC20BD6E6
1619,2,4379,PC87C8BC4
1620,2,4916,PC62AF885
1621,2,4794,PC4E1366E
1622,2,4386,PC948D5B2
1623,2,4656,PC63844BC
1624,4,4907,PCCEEF65A
1625,2,4987,PCF4A9637
1626,4,4051,PC3B970F2
1627,2,4131,PC4C9B108
1628,4,4164,PC578D797
1629,4,4899,PC4967767
1630,2,4609,PC1551C8E
1631,4,4187,PCF8D98DC
1632,2,4042,PC5D4DE09
1633,2,4158,PCAA68777
1634,2,4229,PCD0DDD3D
1635,2,4889,PC3547FAD
1636,2,4662,PCB2463CF
1637,2,4532,PC8DD921E
1638,2,4239,PCA185B1A
1639,2,4842,PC16F5A24
1640,2,4866,PC3137434
1641,2,4370,PC70B7987
1642,4,4911,PCBEF8EE1
1643,4,4508,PC385C6E7
1644,2,4838,PCEECD973
1645,2,4019,PC63FF017
1646,2,4405,PC70CA955
1647,2,4679,PC88494D0
1648,2,4812,PC22D9C6D
1649,2,4131,PC4C9B108
1650,2,4930,PC22F748B
1651,2,4815,PC19C02F1
1652,2,4171,PC36C9AE8
1653,2,4246,PC95F5F6B
1654,2,4925,PCE5E04A2
1655,4,4746,PC0514825
1656,2,4074,PCCAFD014
1657,2,4521,PCD2C9ECF
1658,2,4812,PC22D9C6D
1659,4,4986,PC9787B8A
1660,2,4554,PC23BA77A
1661,2,4282,PCCE002E5
1662,2,4507,PC11DCA73
1663,4,4920,PC42A3AB0
1664,4,4286,PC12BE494
1665,2,4359,PCB27CFF1
1666,2,4884,PC3FB1BB6
1667,4,4366,PC09D71DF
1668,2,4661,PC1585DF2
1669,2,4003,PC83F544D
1670,4,4694,PCBCF42C2
1671,4,4263,PCD6DBA1D
1672,4,4569,PC20129F9
1673,2,4351,PC4E572D8
1674,4,4310,PCC08F8BB
1675,2,4446,PC7F1A5B9
1676,4,4041,PCB566359
1677,2,4334,PCCB383F8
1678,2,4187,PCF8D98DC
1679,2,4344,PC417B8DF
1680,4,4208,PC1E49F6B
1681,2,4514,PC374C341
1682,4,4446,PC7F1A5B9
1683,2,4632,PCC1FFE5B
1684,2,4306,PC5D6563A
1685,2,4919,PC7A3A5CF
1686,4,4730,PC7DC0964
1687,2,4478,PCB02917E
1688,4,4253,PC82A16E6
1689,2,4048,PC1FE6483
1690,2,4181,PC4457F74
1691,2,4243,PCC4F7DCE
1692,2,4332,PC3B258E9
1693,2,4507,PC11DCA73
1694,2,4527,PC59A0CB2
1695,2,4229,PCD0DDD3D
1696,2,4594,PC59414DA
1697,2,4294,PC867796D
1698,2,4438,PC665A28E
1699,2,4175,PC08EA270
1700,2,4700,PC14E538A
1701,2,4641,PCAA9F518
1702,2,4300,PC666483B
1703,2,4923,PC8A7A22A
1704,4,4147,PC4D2C5A7
1705,2,4537,PC10C700F
1706,2,4500,PC548BDC0
1707,2,4131,PC4C9B108
1708,2,4805,PC1A161AA
1709,2,4094,PC53A52CB
1710,2,4718,PC81E83B9
1711,2,4450,PC0B2B03E
1712,4,4265,PC5B2AFFA
1713,2,4658,PC1A58039
1714,2,4242,PCECC4DE2
1715,4,4812,PC22D9C6D
1716,2,4646,PC3F8C42B
1717,4,4091,PC2E099B4
1718,2,4491,PCA52F720
1719,4,4293,PC2A27502
1720,2,4728,PC07BF95F
1721,2,4410,PC6EFC03B
1722,2,4343,PC0F6325D
1723,2,4298,PC3E474F6
1724,4,4270,PC8F72158
1725,2,4936,PC7157CF3
1726,4,4491,PCA52F720
1727,2,4418,PCF6EECB2
1728,2,4444,PC4D84BFC
1729,2,4413,PC6C88C27
1730,2,4943,PC0A5DC1F
1731,4,4568,PCA8A783A
1732,2,4913,PC685427C
1733,2,4937,PCD30D908
1734,2,4278,PC4847214
1735,4,4642,PC17D596F
1736,2,4822,PCD1EB220
1737,2,4150,PCC8441A8
1738,2,4351,PC4E572D8
1739,2,4136,PCA579A65
1740,2,4684,PCA76178F
1741,2,4005,PCB3DF742
1742,2,4846,PCBABD060
1743,2,4065,PC3B514E2
1744,4,4370,PC70B7987
1745,4,4383,PC4BFE950
1746,2,4543,PC74F5EBA
1747,2,4748,PCF2ECD29
1748,2,4238,PCE0A2A2F
1749,2,4950,PC4F71E72
1750,4,4500,PC548BDC0
1751,4,4909,PCDED6F20
1752,4,4726,PCF6540C0
1753,2,4258,PCAC64E67
1754,2,4262,PCCB12F8C
1755,2,4449,PCAACD453
1756,2,4328,PC3777B8E
1757,4,4178,PC8417B09
1758,4,4256,PC9DD0BBD
1759,2,4945,PC95BD14B
1760,4,4586,PC4A40D50
1761,2,4289,PCF621E92
1762,2,4166,PCE450C55
1763,2,4471,PC7E4F42A
1764,2,4406,PC7A54E18
1765,2,4785,PC787D664
1766,2,4671,PCCAAFB48
1767,2,4797,PCE2D63A7
1768,2,4345,PCAC01231
1769,2,4261,PC84FFC9D
1770,2,4897,PCAB2FA02
1771,2,4897,PCAB2FA02
1772,2,4168,PCBC064F8
1773,2,4086,PC23E470D
1774,2,4618,PC8F4AF85
1775,2,4963,PC704EF75
1776,2,4971,PC0BD172F
1777,2,4081,PCC825DB2
1778,2,4168,PCBC064F8
1779,2,4224,PCD83983A
1780,2,4596,PC6558A56
1781,2,4838,PCEECD973
1782,2,4578,PC90D44D0
1783,2,4560,PC5030572
1784,2,4474,PCFEAE55E
1785,2,4391,PCCFD9AB6
1786,2,4789,PCBE8B2AB
1787,2,4262,PCCB12F8C
1788,2,4586,PC4A40D50
1789,2,4379,PC87C8BC4
1790,2,4852,PC68969FB
1791,2,4321,PC591BDF7
1792,2,4915,PC86B0D7B
1793,4,4931,PC3D30AD0
1794,4,4980,PCBD5C822
1795,2,4584,PC1085B78
1796,4,4889,PC3547FAD
1797,4,4837,PCA10FFA0
1798,2,4554,PC23BA77A
